Filial;Codigo Imp.;Status;Data Import.;Hora Import.;Data Proc.;Hora Proc.;Msg. Erro;Contrato;Versao Ctr.;Cod Plano;Versao;Valor;LOG;Usuario;Cod Emp;Arquivo;Total Vidas;Dt. Ult Atua;Hr. Ult Alte;Vidas Proc.;Tp. Cob
002001-MEDICAR CAMPINAS;000000029;Finalizado;23/06/2025;16:29;24/06/2025;08:50;;001003487;001;0030;001;7,9;Reenvio forçado pelo usuario: naomi.souza / Data: 24/06/2025 / Hora: 08:04:29;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\23.06.2025\DOCTOR_PRIME_23062025.csv;6660;24/06/2025;08:50;6660;
002001-MEDICAR CAMPINAS;000000030;Finalizado;25/06/2025;11:06;25/06/2025;11:14;;002329535;001;0065;001;35,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\25.06.2025\SMART COMPASS S.A.csv;48;25/06/2025;11:14;48;
002001-MEDICAR CAMPINAS;000000031;Finalizado;30/06/2025;09:00;30/06/2025;09:48;;001003487;001;0030;001;7,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\30.06.2025\DOCTOR_PRIME_30062025.csv;6726;30/06/2025;09:48;6726;
002001-MEDICAR CAMPINAS;000000032;Finalizado;30/06/2025;11:19;30/06/2025;12:17;;001006423;001;0030;001;9,55;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\30.06.2025\2care-medicar-202506290000.;7761;30/06/2025;12:17;7761;
002001-MEDICAR CAMPINAS;000000033;Finalizado;04/07/2025;18:14;05/07/2025;02:00;;001003418;001;0030;001;1,9;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\04.07.2025\RELATORIO DE VIDAS MEDICAR;69057;05/07/2025;02:00;69057;
002001-MEDICAR CAMPINAS;000000034;Finalizado;07/07/2025;15:43;07/07/2025;15:51;;001014533;001;0030;001;65,2292;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\07.07.2025\SAUDE_PREVENTIVA_30062025.c;24;07/07/2025;15:51;24;
002001-MEDICAR CAMPINAS;000000035;Finalizado;08/07/2025;13:46;08/07/2025;21:24;;001006423;001;0030;001;9,55;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\08.07.2025\2care-medicar-202507060000.;7754;08/07/2025;21:24;7754;2
002001-MEDICAR CAMPINAS;000000036;Finalizado;17/07/2025;17:13;17/07/2025;18:04;;001003487;001;0030;001;7,9;;arnaldo.silva;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\17.07.2025\DOCTOR_PRIME_17072025.csv;6945;17/07/2025;18:04;6945;
002001-MEDICAR CAMPINAS;000000037;Finalizado;19/07/2025;10:50;19/07/2025;11:31;;001006423;001;0030;001;9,55;;arnaldo.silva;0005;C:\Users\arnaldo.silva\Desktop\2care-medicar-202507130000.csv;7754;19/07/2025;11:31;7754;
003001-MEDICAR SAO PAULO;000000001;Finalizado;19/03/2025;10:12;19/03/2025;10:50;;001022375;001;0066;001;2,08;;naomi.souza;0004;;;  /  /;;;
003001-MEDICAR SAO PAULO;000000002;Finalizado;19/03/2025;10:19;19/03/2025;14:28;;001002107;001;0030;001;0,01;;naomi.souza;0005;;;  /  /;;;
003001-MEDICAR SAO PAULO;000000003;Finalizado;19/03/2025;14:21;19/03/2025;14:58;;001022375;001;0066;001;2,08;;naomi.souza;0004;;;  /  /;;;
003001-MEDICAR SAO PAULO;000000004;Finalizado;24/03/2025;08:47;24/03/2025;14:55;;001009467;001;0049;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\24.03.2025\ABETMedCar_OMT_20032025.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000005;Finalizado;24/03/2025;11:02;24/03/2025;14:24;;001009469;001;0030;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\24.03.2025\ABETMedCar_APH_20032025.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000006;Finalizado;25/03/2025;10:01;26/03/2025;11:38;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\25.03.2025\HomeAngels - Aph - 25.03.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000007;Finalizado;25/03/2025;12:03;26/03/2025;11:57;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\25.03.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000008;Finalizado;25/03/2025;12:51;26/03/2025;14:38;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\25.03.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000009;Finalizado;26/03/2025;14:18;26/03/2025;15:26;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\26.03.2025\TELEHLEP_MEDICAR_APH_260320;;  /  /;;;
003001-MEDICAR SAO PAULO;000000010;Finalizado;26/03/2025;15:59;26/03/2025;16:11;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\26.03.2025\HomeAngels - Aph - 26.03.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000011;Finalizado;26/03/2025;16:34;26/03/2025;17:08;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\26.03.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000012;Finalizado;26/03/2025;17:57;26/03/2025;18:38;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\26.03.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000013;Finalizado;27/03/2025;09:37;27/03/2025;13:25;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\27.03.2025\TELEHELP_MEDICAR_OMT_270320;;  /  /;;;
003001-MEDICAR SAO PAULO;000000014;Finalizado;27/03/2025;13:58;27/03/2025;15:30;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\27.03.2025\TELEHLEP_MEDICAR_APH_270320;;  /  /;;;
003001-MEDICAR SAO PAULO;000000015;Finalizado;27/03/2025;15:49;27/03/2025;16:29;;002328464;001;0065;001;5,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\27.03.2025\APH_MEDICAR_SP_20250324_095;;  /  /;;;
003001-MEDICAR SAO PAULO;000000016;Finalizado;28/03/2025;09:24;28/03/2025;15:07;;002328464;001;0065;001;5,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\28.03.2025\APH_MEDICAR_SP_20250324_095;;  /  /;;;
003001-MEDICAR SAO PAULO;000000017;Finalizado;28/03/2025;17:04;31/03/2025;10:41;;001002099;001;0030;001;3,31;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\28.03.2025\MEDICAR_SISAMIL_20250324.CS;;  /  /;;;
003001-MEDICAR SAO PAULO;000000018;Finalizado;31/03/2025;08:54;31/03/2025;11:17;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\31.03.2025\HomeAngels - Aph - 28.03.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000019;Finalizado;31/03/2025;11:21;01/04/2025;16:41;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\03 - MARÇO\31.03.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000020;Finalizado;02/04/2025;09:39;02/04/2025;14:41;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\02.04.2025\TELEHELP_MEDICAR_OMT_010420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000021;Finalizado;02/04/2025;16:08;02/04/2025;17:36;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\02.04.2025\TELEHLEP_MEDICAR_APH_020420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000022;Finalizado;03/04/2025;09:12;04/04/2025;10:50;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\03.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000023;Finalizado;03/04/2025;11:13;03/04/2025;11:50;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\03.04.2025\OK\HomeAngels - Aph - 03.04;;  /  /;;;
003001-MEDICAR SAO PAULO;000000024;Finalizado;03/04/2025;12:17;03/04/2025;13:12;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\03.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000025;Finalizado;04/04/2025;09:55;04/04/2025;12:50;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\04.04.2025\TELEHELP_MEDICAR_OMT_040420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000026;Finalizado;09/04/2025;11:00;11/04/2025;10:49;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\09.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000027;Finalizado;14/04/2025;08:41;14/04/2025;09:18;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\14.04.2025\HomeAngels - Aph - 11.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000028;Finalizado;14/04/2025;09:28;14/04/2025;10:50;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\14.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000029;Finalizado;14/04/2025;12:15;14/04/2025;15:08;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\14.04.2025\TELEHLEP_MEDICAR_APH_140420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000030;Finalizado;14/04/2025;18:31;15/04/2025;01:15;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\14.04.2025\TELEHELP_MEDICAR_OMT_140420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000031;Finalizado;15/04/2025;11:29;15/04/2025;12:44;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\15.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000032;Finalizado;15/04/2025;15:31;15/04/2025;15:41;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\15.04.2025\HomeAngels - Aph - 14.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000033;Finalizado;15/04/2025;16:21;15/04/2025;19:07;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\15.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000034;Finalizado;16/04/2025;13:20;16/04/2025;18:25;;002328464;001;0065;001;5,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\16.04.2025\APH_MEDICAR_SP_20250406_073;;  /  /;;;
003001-MEDICAR SAO PAULO;000000035;Finalizado;17/04/2025;09:58;17/04/2025;10:20;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\17.04.2025\HomeAngels - Aph - 17.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000036;Finalizado;17/04/2025;10:28;17/04/2025;11:37;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\17.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000037;Finalizado;17/04/2025;10:41;17/04/2025;17:04;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\17.04.2025\TELEHELP_MEDICAR_OMT_170420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000038;Finalizado;17/04/2025;12:05;17/04/2025;17:46;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\17.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000039;Finalizado;22/04/2025;14:19;22/04/2025;18:33;;002328464;001;0065;001;5,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\22.04.2025\APH_MEDICAR_SP_20250421_073;;  /  /;;;
003001-MEDICAR SAO PAULO;000000040;Finalizado;23/04/2025;08:15;23/04/2025;11:44;;001002099;001;0030;001;1,4;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\23.04.2025\MEDICAR_SISAMIL_20250421.CS;;  /  /;;;
003001-MEDICAR SAO PAULO;000000041;Finalizado;23/04/2025;14:25;23/04/2025;16:27;;001009469;001;0030;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\23.04.2025\ABETMedCar_APH_22042025.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000042;Finalizado;23/04/2025;16:34;23/04/2025;17:19;;001009467;001;0049;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\23.04.2025\ABETMedCar_OMT_22042025.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000043;Finalizado;23/04/2025;18:18;23/04/2025;18:41;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\23.04.2025\HomeAngels - Aph - 22.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000044;Finalizado;24/04/2025;09:33;24/04/2025;11:03;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\24.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000045;Finalizado;24/04/2025;09:39;24/04/2025;13:47;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\24.04.2025\TELEHLEP_MEDICAR_APH_240420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000046;Finalizado;24/04/2025;13:51;24/04/2025;14:10;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\24.04.2025\HomeAngels - Aph - 24.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000047;Finalizado;24/04/2025;14:06;24/04/2025;19:26;;002326616;001;0016;001;2,38;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\24.04.2025\TELEHELP_MEDICAR_OMT_240420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000048;Finalizado;24/04/2025;14:26;25/04/2025;05:01;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\24.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000049;Finalizado;25/04/2025;08:09;26/04/2025;11:54;;001024569;001;0049;001;0,37;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\25.04.2025\ParticipantesAtrys_20250425;;  /  /;;;
003001-MEDICAR SAO PAULO;000000050;Finalizado;25/04/2025;10:28;25/04/2025;12:01;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\25.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000051;Finalizado;28/04/2025;10:48;28/04/2025;12:07;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\28.04.2025\HomeAngels - Geral - Teleme;;  /  /;;;
003001-MEDICAR SAO PAULO;000000052;Finalizado;28/04/2025;12:35;28/04/2025;13:10;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\28.04.2025\HomeAngels - Aph - 22.04.20;;  /  /;;;
003001-MEDICAR SAO PAULO;000000053;Finalizado;28/04/2025;14:19;28/04/2025;15:14;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\28.04.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000054;Finalizado;28/04/2025;16:05;28/04/2025;18:04;;001002107;001;0030;001;0,01;;emily.oliveira;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\28.04.2025\TELEHLEP_MEDICAR_APH_280420;;  /  /;;;
003001-MEDICAR SAO PAULO;000000055;Finalizado;29/04/2025;09:01;29/04/2025;09:35;;002329253;001;0065;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\29.04.2025\teste_mdc_translife.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000056;Finalizado;29/04/2025;09:58;29/04/2025;13:54;;001002099;001;0030;001;1,4;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\04 - ABRIL\29.04.2025\MEDICAR_SISAMIL_20250428.CS;;  /  /;;;
003001-MEDICAR SAO PAULO;000000057;Finalizado;30/04/2025;16:31;01/05/2025;03:30;;002329049;001;0065;001;1,45;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS (BEM)\2025\04 - ABRIL\30.04.2025\SANTA_HELENA_T4060_SH;;  /  /;;;
003001-MEDICAR SAO PAULO;000000058;Finalizado;02/05/2025;12:26;02/05/2025;12:32;;001010196;001;0030;001;81,39;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\02.05.2025\HomeAngels - Aph - 02.05.202;;  /  /;;;
003001-MEDICAR SAO PAULO;000000059;Finalizado;02/05/2025;13:11;02/05/2025;13:37;;001009042;001;0049;001;5,9;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\02.05.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000060;Finalizado;02/05/2025;14:03;02/05/2025;14:41;;001022375;001;0066;001;2,08;;emily.oliveira;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\02.05.2025\HomeAngels - Geral - Telemed;;  /  /;;;
003001-MEDICAR SAO PAULO;000000061;Finalizado;02/05/2025;18:14;  /  /;;;002329141;001;0065;001;1,45;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\02.05.2025\T4060_AMIL_28042025.csv;;  /  /;;;
003001-MEDICAR SAO PAULO;000000062;Finalizado;07/05/2025;10:34;07/05/2025;10:44;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\07.05.2025\HomeAngels - Aph - 05.05.202;;  /  /;;;
003001-MEDICAR SAO PAULO;000000063;Finalizado;07/05/2025;12:54;07/05/2025;13:11;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\07.05.2025\HomeAngels - OMT - Medcar -;;  /  /;;;
003001-MEDICAR SAO PAULO;000000064;Finalizado;07/05/2025;13:19;07/05/2025;13:31;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\07.05.2025\HomeAngels - Geral - Telemed;;  /  /;;;
003001-MEDICAR SAO PAULO;000000065;Finalizado;08/05/2025;10:55;08/05/2025;15:37;;002329119;001;0065;001;9,93;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\08.05.2025\T5940549_SEGASP_02052025.csv;17414;08/05/2025;15:37;17414;
003001-MEDICAR SAO PAULO;000000066;Finalizado;08/05/2025;15:57;08/05/2025;16:05;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\08.05.2025\HomeAngels - OMT - Medcar -;1045;08/05/2025;16:05;1045;
003001-MEDICAR SAO PAULO;000000067;Finalizado;08/05/2025;16:21;08/05/2025;16:32;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\08.05.2025\HomeAngels - Aph - 08.05.202;273;08/05/2025;16:32;273;
003001-MEDICAR SAO PAULO;000000068;Finalizado;08/05/2025;16:37;08/05/2025;16:49;;002329331;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\08.05.2025\QualicorpCAASP_08052025.csv;309;08/05/2025;16:49;309;
003001-MEDICAR SAO PAULO;000000069;Finalizado;08/05/2025;17:01;08/05/2025;17:25;;002329329;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\08.05.2025\Qualicorp_08052025.csv;786;08/05/2025;17:25;786;
003001-MEDICAR SAO PAULO;000000070;Finalizado;09/05/2025;07:51;09/05/2025;18:38;;002329119;001;0065;001;9,93;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\09.05.2025\T5940549_SEGASP_02052025.csv;17414;09/05/2025;18:38;17414;
003001-MEDICAR SAO PAULO;000000071;Finalizado;12/05/2025;15:29;12/05/2025;15:32;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\12.05.2025\HomeAngels - Aph - 09.05.202;281;12/05/2025;15:32;281;
003001-MEDICAR SAO PAULO;000000072;Finalizado;12/05/2025;15:37;12/05/2025;15:41;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\12.05.2025\HomeAngels - Aph - 12.05.202;279;12/05/2025;15:41;279;
003001-MEDICAR SAO PAULO;000000073;Finalizado;12/05/2025;15:46;12/05/2025;15:58;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\12.05.2025\HomeAngels - Geral - Telemed;1354;12/05/2025;15:58;1354;
003001-MEDICAR SAO PAULO;000000074;Finalizado;12/05/2025;16:02;12/05/2025;16:15;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\12.05.2025\HomeAngels - OMT - Medcar -;1033;12/05/2025;16:15;1033;
003001-MEDICAR SAO PAULO;000000075;Finalizado;12/05/2025;19:22;  /  /;;;002329141;001;0065;001;1,45;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\12.05.2025\T4060_AMIL_28042025.csv;152740;12/05/2025;23:16;10843;
003001-MEDICAR SAO PAULO;000000076;Finalizado;15/05/2025;13:22;15/05/2025;13:34;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\15.05.2025\HomeAngels - OMT - Medcar -;1041;15/05/2025;13:34;1041;
003001-MEDICAR SAO PAULO;000000077;Finalizado;15/05/2025;13:56;15/05/2025;21:48;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\15.05.2025\HomeAngels - Geral - Telemed;1362;15/05/2025;21:48;1362;
