Dt.Ref: 19/07/2025;;;;;;;;;
;;;;;;;;;
Hora: 17:30:08;;;;;;;;;
;;;;;;;;;
Emissão: 19/07/2025;;;;;;;;;
;;;;;;;;;
Filial;Status;Codigo;Arquivo;Data;Hora;CONTRAT;Versao;Valor;Tipo Cob
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000131;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\22.07.2024\HomeAngels - OMT - Medcar - 18.07.2024 - 1071.c;22/07/2024;14:18:57;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000132;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\22.07.2024\HomeAngels - Aph - 18.07.2024 - 289.csv;22/07/2024;14:40:36;10010004000000000010001001010196001;001;72,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000133;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\22.07.2024\HomeAngels - Aph - 22.07.2024 - 291.csv;22/07/2024;15:17:03;10010004000000000010001001010196001;001;72,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000134;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\22.07.2024\HomeAngels - OMT - Medcar - 22.07.2024 - 1076.c;22/07/2024;15:26:46;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000135;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\22.07.2024\HomeAngels - Geral - Telemedicina - 22.07.2024;22/07/2024;15:43:07;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000136;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\24.07.2024\TELEHELP_MEDICAR_APH_24072024.csv;24/07/2024;10:11:32;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000137;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\24.07.2024\TELEHELP_MEDICAR_OMT_24072024.csv;24/07/2024;10:57:24;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000138;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\25.07.2024\ABETMedCar_OMT.csv;25/07/2024;08:55:59;10010005000000000005001001009467001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000139;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\25.07.2024\ABETMedCar_APH.csv;25/07/2024;09:23:38;10010005000000000010001001009469001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000140;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\26.07.2024\HomeAngels - Aph - 26.07.2024 - 293.csv;26/07/2024;13:31:19;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000141;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\26.07.2024\HomeAngels - OMT - Medcar - 26.07.2024 - 1083.c;26/07/2024;13:46:09;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000142;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\26.07.2024\HomeAngels - Geral - Telemedicina - 26.07.2024;26/07/2024;14:04:49;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000143;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\26.07.2024\TELEHELP_MEDICAR_APH_26072024.csv;26/07/2024;14:32:03;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000144;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\26.07.2024\TELEHELP_MEDICAR_OMT_26072024.csv;26/07/2024;15:45:32;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000145;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\29.07.2024\TELEHELP_MEDICAR_APH_29072024.csv;29/07/2024;14:00:42;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000146;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\29.07.2024\TELEHELP_MEDICAR_OMT_29072024.csv;29/07/2024;15:11:02;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000147;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\30.07.2024\HomeAngels - Geral - Telemedicina - 29.07.2024;30/07/2024;14:41:26;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000148;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\30.07.2024\HomeAngels - OMT - Medcar - 30.07.2024 - 1097.c;30/07/2024;15:34:16;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000149;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\30.07.2024\HomeAngels - Aph - 30.07.2024 - 294.csv;30/07/2024;15:57:34;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000150;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\31.07.2024\ABETMedCar_APH_31072024.csv;31/07/2024;12:35:14;10010005000000000010001001009469001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000151;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\07 - JULHO\31.07.2024\ABETMedCar_OMT_31072024.csv;31/07/2024;14:08:06;10010005000000000005001001009467001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000152;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\TELEHELP_MEDICAR_OMT_02082024.csv;02/08/2024;10:00:59;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000153;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\TELEHELP_MEDICAR_OMT_02082024.csv;02/08/2024;10:49:14;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000154;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\TELEHELP_MEDICAR_APH_02082024.csv;02/08/2024;13:57:39;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000155;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\HomeAngels - Aph - 01.08.2024 - 287.csv;02/08/2024;14:40:55;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000156;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\HomeAngels - OMT - Medcar - 01.08.2024 - 1085.;02/08/2024;15:15:16;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000157;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\02.08.2024\HomeAngels - Aph - 02.08.2024 - 295.csv;02/08/2024;15:51:04;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000158;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\05.08.2024\HomeAngels - Geral - Telemedicina - 05.08.2024;05/08/2024;14:14:27;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000159;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\06.08.2024\TELEHELP_MEDICAR_APH_06082024.csv;06/08/2024;09:39:47;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000160;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\06.08.2024\TELEHELP_MEDICAR_OMT_06082024.csv;06/08/2024;10:22:12;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000161;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\06.08.2024\HomeAngels - Aph - 05.08.2024 - 298.csv;06/08/2024;14:09:37;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000162;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\06.08.2024\HomeAngels - OMT - Medcar - 06.08.2024 - 1073.;06/08/2024;14:33:14;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000163;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\08.08.2024\TELEHELP_MEDICAR_APH_08082024.csv;08/08/2024;08:32:21;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000164;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\08.08.2024\TELEHELP_MEDICAR_OMT_08082024.csv;08/08/2024;09:14:06;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000165;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\08.08.2024\HomeAngels - Geral - Telemedicina - 07.08.2024;08/08/2024;10:29:43;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000166;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\12.08.2024\HomeAngels - Aph - 12.08.2024 - 290.csv;12/08/2024;15:44:49;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000167;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\12.08.2024\HomeAngels - OMT - Medcar - 12.08.2024 - 1080.;12/08/2024;15:53:16;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000168;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\12.08.2024\HomeAngels - Geral - Telemedicina - 12.08.2024;12/08/2024;16:05:48;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000169;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\13.08.2024\ParticipantesAtrys_20240813.csv;13/08/2024;08:53:35;10010005000000000005001001024569001;001;0,3500;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000170;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\13.08.2024\ParticipantesAtrys_20240813.csv;13/08/2024;15:50:02;10010005000000000005001001024569001;001;0,3500;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000171;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\14.08.2024\TELEHELP_MEDICAR_APH_14082024.csv;14/08/2024;09:20:45;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000172;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\14.08.2024\TELEHELP_MEDICAR_OMT_14082024.csv;14/08/2024;10:20:36;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000173;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\15.08.2024\HomeAngels - Geral - Telemedicina - 15.08.2024;15/08/2024;13:38:37;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000174;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\16.08.2024\TELEHELP_MEDICAR_APH_16082024.csv;16/08/2024;09:12:24;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000175;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\16.08.2024\TELEHELP_MEDICAR_OMT_16082024.csv;16/08/2024;09:57:11;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000176;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\16.08.2024\HomeAngels - Aph - 16.08.2024 - 287.csv;16/08/2024;15:15:43;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000177;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\16.08.2024\HomeAngels - OMT - Medcar - 16.08.2024 - 1091.;16/08/2024;15:40:40;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000178;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\19.08.2024\TELEHELP_MEDICAR_APH_19082024.csv;19/08/2024;10:31:20;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000179;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\19.08.2024\TELEHELP_MEDICAR_OMT_19082024.csv;19/08/2024;12:40:31;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000180;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\19.08.2024\HomeAngels - Aph - 19.08.2024 - 293.csv;19/08/2024;13:48:12;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000181;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\19.08.2024\HomeAngels - OMT - Medcar - 19.08.2024 - 1093.;19/08/2024;13:59:29;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000182;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\19.08.2024\HomeAngels - Geral - Telemedicina - 19.08.2024;19/08/2024;14:22:14;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000183;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\21.08.2024\TRASMONTANO_20240819012855.csv;21/08/2024;16:58:23;10010005000000000010001002326565001;001;1,8000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000184;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\HomeAngels - Aph - 21.08.2024 - 294.csv;22/08/2024;08:10:38;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000185;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\HomeAngels - OMT - Medcar - 21.08.2024 - 1102.;22/08/2024;08:35:22;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
Filial;Status;Codigo;Arquivo;Data;Hora;CONTRAT;Versao;Valor;Tipo Cob
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000186;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\HomeAngels - Geral - Telemedicina - 21.08.2024;22/08/2024;09:04:07;10010004000000000002001001022375001;;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000187;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\HomeAngels - Geral - Telemedicina - 21.08.2024;22/08/2024;09:14:37;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000188;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\ABETMedCar_OMT_22082024.csv;22/08/2024;11:27:54;10010005000000000005001001009467001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000189;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\22.08.2024\ABETMedCar_APH_22082024.csv;22/08/2024;12:21:35;10010005000000000010001001009469001;001;2,6800;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000190;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\23.08.2024\TELEHELP_MEDICAR_APH_23082024.csv;23/08/2024;12:57:38;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000191;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\23.08.2024\TELEHELP_MEDICAR_OMT_23082024.csv;23/08/2024;14:03:16;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000192;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\26.08.2024\HomeAngels - Aph - 26.08.2024 - 295.csv;26/08/2024;15:15:46;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000193;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\26.08.2024\HomeAngels - OMT - Medcar - 26.08.2024 - 1097.;26/08/2024;16:05:57;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000194;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\08 - AGOSTO\26.08.2024\HomeAngels - Geral - Telemedicina - 26.08.2024;26/08/2024;16:30:23;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000195;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\02.09.2024\HomeAngels - Geral - Telemedicina - 28.08.20;02/09/2024;13:16:15;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000196;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\02.09.2024\HomeAngels - OMT -  Medcar - 30.08.2024 - 11;02/09/2024;13:39:23;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000197;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\02.09.2024\HomeAngels - Aph - 30.08.2024 - 301.csv;02/09/2024;13:48:14;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000198;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\02.09.2024\TRASMONTANO_20240902012856.csv;02/09/2024;16:26:28;10010005000000000010001002326565001;001;1,8000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000199;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\05.09.2024\HomeAngels - Aph - 04.09.2024 - 298.csv;05/09/2024;11:02:37;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000200;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\05.09.2024\HomeAngels - OMT - Medcar - 04.09.2024 - 110;05/09/2024;11:08:33;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000201;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\05.09.2024\HomeAngels - Geral - Telemedicina - 04.09.20;05/09/2024;11:35:32;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000202;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\05.09.2024\ParticipantesAtrys_20240905 (2).csv;05/09/2024;16:36:16;10010005000000000005001001024569001;001;0,3500;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000203;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\06.09.2024\TELEHELP_MEDICAR_APH_06092024.csv;06/09/2024;09:02:20;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000204;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\06.09.2024\TELEHELP_MEDICAR_OMT_06092024.csv;06/09/2024;09:50:49;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000205;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\09.09.2024\HomeAngels - OMT - Medcar - 09.09.2024 - 112;09/09/2024;14:44:44;10010004000000000005001001009042001;001;5,9000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000206;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\09.09.2024\HomeAngels - Geral - Telemedicina - 09.09.20;09/09/2024;15:11:45;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000207;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\09.09.2024\HomeAngels - Aph - 09.09.2024 - 299.csv;09/09/2024;15:28:25;10010004000000000010001001010196001;001;76,6600;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM CRITICA;00000208;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\12.09.2024\TELEHELP_MEDICAR_APH_12092024.csv;12/09/2024;10:49:01;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000209;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\12.09.2024\TELEHELP_MEDICAR_OMT_12092024.csv;12/09/2024;11:30:57;10010005000000000005001002326616001;001;2,2900;TODOS OS BENEFICIARIOS
003001-MEDICAR SAO PAULO;IMPORTADO COM SUCESSO;00000210;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\09 - SETEMBRO\17.09.2024\HomeAngels - Geral - Telemedicina - 16.09.20;17/09/2024;07:53:13;10010004000000000002001001022375001;001;2,0000;TODOS OS BENEFICIARIOS
